# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008659	17-Hydroxysteroid Dehydrogenase Deficiency	MESH:C537805	HSD17B3	3293	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	264300	25526675
d008659	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5	OMIM:300894	WDR45	11152	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	300894	
d008659	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 6	OMIM:615643	COASY	80347	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	615643	
d008659	Neurodegeneration with brain iron accumulation (NBIA)	MESH:C538421	PANK2	80025	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		20629144
d008659	Neurodegeneration with brain iron accumulation (NBIA)	MESH:C538421	WDR45	11152	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism		23435086
d008659	Neuroferritinopathy	MESH:C548080	FTL	2512	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	606159	
d008659	Neuronal Ceroid-Lipofuscinoses	MESH:D009472	ATP13A2	23400	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		22022275|22847264
d008659	Neuronal Ceroid-Lipofuscinoses	MESH:D009472	CLN3	1201	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	204200	
d008659	Neuronal Ceroid-Lipofuscinoses	MESH:D009472	CLN6	54982	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	204300	23789114
d008659	Neuronal Ceroid-Lipofuscinoses	MESH:D009472	TPP1	1200	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		10320038|11589009
d008659	Neuropathy ataxia and retinitis pigmentosa	MESH:C537396	ATP6	4508	Eye disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	551500	27129022
d008659	Neuropathy, hereditary motor and sensory, LOM type	MESH:C535716	NDRG1	10397	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	601455	
d008659	Neutral Lipid Storage Disease with Myopathy	MESH:C565192	PNPLA2	57104	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	610717	
d008659	Niemann-Pick Diseases	MESH:D009542	SMPD1	6609	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	marker/mechanism		12631268
d008659	Niemann-Pick Diseases	MESH:D009542	SPMD1	100035378	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	marker/mechanism		28000031
d008659	Niemann-Pick Disease, Type A	MESH:D052536	SMPD1	6609	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	marker/mechanism	257200	
d008659	Niemann-Pick Disease, Type B	MESH:D052537	SMPD1	6609	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	marker/mechanism	607616	
d008659	Niemann-Pick Disease, Type C	MESH:D052556	LIPA	3988	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	therapeutic		20557099
d008659	Niemann-Pick Disease, Type C	MESH:D052556	NPC1	4864	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	marker/mechanism	257220	22216111|9802331
d008659	Niemann-Pick disease, type C2	MESH:C536119	NPC2	10577	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease	marker/mechanism	607625	
d008659	Nijmegen Breakage Syndrome	MESH:D049932	NBN	4683	Metabolic disease	Metabolic disease	marker/mechanism	251260	16521404|17395558|18186968
d008659	Nijmegen Breakage Syndrome-Like Disorder	MESH:C567767	RAD50	10111	Congenital abnormality|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)	Congenital abnormality|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)	marker/mechanism	613078	
d008659	Noninsulin-dependent diabetes mellitus with deafness	MESH:C536246	TRNL1	4567	Ear-nose-throat disease|Endocrine system disease|Metabolic disease|Nervous system disease|Signs and symptoms	Ear-nose-throat disease|Endocrine system disease|Metabolic disease|Nervous system disease|Signs and symptoms	marker/mechanism		17018649
d008659	Ocular Albinism type 1	MESH:C537863	GPR143	4935	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	marker/mechanism	300500	
d008659	Oculocerebrorenal Syndrome	MESH:D009800	OCRL	4952	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Nervous system disease|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Nervous system disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	309000	9430698
d008659	Oculocutaneous albinism type 1	MESH:C537728	TYR	7299	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	marker/mechanism	203100	11781109
d008659	Oculocutaneous albinism type 1B	MESH:C537729	TYR	7299	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	marker/mechanism	606952	
d008659	Oculocutaneous albinism type 2	MESH:C537730	MC1R	4157	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	marker/mechanism	203200	
d008659	Oculocutaneous albinism type 2	MESH:C537730	OCA2	4948	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	marker/mechanism	203200	
d008659	Oculocutaneous albinism type 3	MESH:C537731	TYRP1	7306	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	marker/mechanism	203290	
d008659	Oculocutaneous Albinism, Type IV	MESH:C564696	SLC45A2	51151	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease	marker/mechanism	606574	
d008659	OGDEN SYNDROME	OMIM:300855	NAA10	8260	Genetic disease (inborn)|Mental disorder|Metabolic disease|Nervous system disease|Pathology (process)|Signs and symptoms	Genetic disease (inborn)|Mental disorder|Metabolic disease|Nervous system disease|Pathology (process)|Signs and symptoms	marker/mechanism	300855	
d008659	Ophthalmoplegia, Chronic Progressive External	MESH:D017246	IL1A	3552	Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	marker/mechanism		7979221
d008659	Ophthalmoplegia, Chronic Progressive External	MESH:D017246	IL1B	3553	Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	marker/mechanism		7979221
d008659	Ophthalmoplegia, Chronic Progressive External	MESH:D017246	POLG	5428	Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	marker/mechanism		17923349
d008659	Ophthalmoplegia, Chronic Progressive External	MESH:D017246	SOD1	6647	Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	marker/mechanism		11907800
d008659	Ophthalmoplegia, Chronic Progressive External	MESH:D017246	SOD2	6648	Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	Eye disease|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms	marker/mechanism		11907800|14680979
d008659	Optic Atrophy, Autosomal Dominant	MESH:D029241	OPA1	4976	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	165500	19900585|23409176
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	ATP6	4508	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	535000	
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	COX3	4514	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	535000	
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	CYTB	4519	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	535000	
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	IL1A	3552	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		7979221
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	IL1B	3553	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		7979221
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	LRAT	9227	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		16250670|17011878
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	ND1	4535	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	535000	15342361|15505787|24569607|27449621|29991444
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	ND2	4536	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	535000	
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	ND4	4538	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	535000	15342361|24569607
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	ND4L	4539	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	535000	
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	ND5	4540	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	535000	
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	ND6	4541	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	535000	15342361|24569607
d008659	Optic Atrophy, Hereditary, Leber	MESH:D029242	RPE65	6121	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Eye disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		16828753|17011878
d008659	Ornithine Carbamoyltransferase Deficiency Disease	MESH:D020163	OTC	5009	Genetic disease (inborn)|Metabolic disease|Nervous system disease	Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism|therapeutic		16677864|19669271|8778603
d008659	ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO	OMIM:311250	OTC	5009	Genetic disease (inborn)|Metabolic disease|Nervous system disease|Pathology (process)	Genetic disease (inborn)|Metabolic disease|Nervous system disease|Pathology (process)	marker/mechanism	311250	
d008659	Oroticaciduria 1	MESH:C537136	UMPS	7372	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	258900	
d008659	Osseous Heteroplasia, Progressive	MESH:C562735	GNAS	2778	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Pathology (process)|Skin disease	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Pathology (process)|Skin disease	marker/mechanism	166350	
d008659	Osteomalacia	MESH:D010018	MEPE	56955	Metabolic disease|Musculoskeletal disease|Nutrition disorder	Metabolic disease|Musculoskeletal disease|Nutrition disorder	marker/mechanism		11414762
d008659	Osteopetrosis with renal tubular acidosis	MESH:C536058	CA2	760	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	259730	
d008659	Osteoporosis	MESH:D010024	ACTG1	71	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18924182
d008659	Osteoporosis	MESH:D010024	ADCY5	111	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18029912
d008659	Osteoporosis	MESH:D010024	ANTXR2	118429	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		12973667
d008659	Osteoporosis	MESH:D010024	ANXA2	302	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18924182
d008659	Osteoporosis	MESH:D010024	ATIC	471	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18924182
d008659	Osteoporosis	MESH:D010024	CA2	760	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18924182
d008659	Osteoporosis	MESH:D010024	CALCR	799	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism	166710	
d008659	Osteoporosis	MESH:D010024	CAP1	10487	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18924182
d008659	Osteoporosis	MESH:D010024	CCT2	10576	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18924182
d008659	Osteoporosis	MESH:D010024	CLEC11A	6320	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		27976999
d008659	Osteoporosis	MESH:D010024	COL1A1	1277	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism	166710	
d008659	Osteoporosis	MESH:D010024	COL1A2	1278	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism	166710	
d008659	Osteoporosis	MESH:D010024	CYP19A1	1588	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		20723554
d008659	Osteoporosis	MESH:D010024	CYP24A1	1591	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		22337913
d008659	Osteoporosis	MESH:D010024	DAAM2	23500	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		30598549
d008659	Osteoporosis	MESH:D010024	ENO1	2023	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18924182
d008659	Osteoporosis	MESH:D010024	FGA	2243	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18924182
d008659	Osteoporosis	MESH:D010024	FGB	2244	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18924182
d008659	Osteoporosis	MESH:D010024	GAPDH	2597	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18924182
d008659	Osteoporosis	MESH:D010024	GORAB	92344	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		18997784
d008659	Osteoporosis	MESH:D010024	GPC6	10082	Metabolic disease|Musculoskeletal disease	Metabolic disease|Musculoskeletal disease	marker/mechanism		28869591
